Date,Adj_Close,Adj_Volume,5d_future_close,5d_close_future_pct,5d_close_pct,ma14,rsi14,ma30,rsi30,ma50,rsi50,ma200,rsi200,Adj_Volume_1d_change,Adj_Volume_1d_change_SMA,weekday_1,weekday_2,weekday_3,weekday_4
1996-08-19,6.26,1000.0,6.5,0.038338658147,0.0433333333333,0.83181195801,62.273206802,0.568796592119,50.4834931772,0.694376996805,40.6611675882,3.77738019169,40.4253594217,-0.583333333333,-0.303333333333,0,0,0,0
1996-08-20,6.26,1000.0,6.5,0.038338658147,0.0433333333333,0.879050661798,62.273206802,0.590841320554,50.4834931772,0.695207667732,40.6611675882,3.75180511182,40.4253594217,0.0,-0.103333333333,1,0,0,0
1996-08-21,6.26,0.0,7.0,0.11821086262,-0.105714285714,0.926289365586,62.273206802,0.612886048988,50.4834931772,0.696038338658,40.6611675882,3.72623003195,40.4253594217,-1.0,-0.703333333333,0,1,0,0
1996-08-23,6.5,6000.0,7.0,0.0769230769231,-0.0384615384615,0.985714285714,64.1039926318,0.633948717949,51.668811524,0.672676923077,41.3981573756,3.53956923077,40.5421839765,14.0,2.28333333333,0,0,0,1
1996-08-26,6.5,0.0,6.76,0.04,0.038338658147,1.03384615385,64.1039926318,0.65641025641,51.668811524,0.674215384615,41.3981573756,3.51512307692,40.5421839765,-1.0,2.28333333333,0,0,0,0
1996-08-28,7.0,6400.0,7.0,0.0,0.11821086262,0.939387755102,68.1284197,0.653619047619,54.1975408011,0.630342857143,42.9661207733,3.20511428571,40.7877531031,1.28571428571,2.65714285714,0,1,0,0
1996-08-29,6.76,3400.0,7.0,0.0355029585799,0.0798722044728,0.962172442942,64.3963878303,0.699704142012,52.8251429258,0.654970414201,42.4103298368,3.29062130178,40.7066479757,-0.46875,2.56339285714,0,0,1,0
1996-08-30,7.0,2400.0,7.0,0.0,0.0769230769231,0.939387755102,66.3797526958,0.698952380952,54.029358601,0.635371428571,43.160584738,3.1528,40.8249070288,-0.294117647059,2.70456932773,0,0,0,1
1996-09-03,6.76,2000.0,6.76,0.0,0.04,0.980769230769,62.6228816715,0.746646942801,52.6393189099,0.660177514793,42.5943581574,3.23866863905,40.74323735,-0.166666666667,-0.128764005602,1,0,0,0
1996-09-04,6.76,0.0,6.76,0.0,0.04,0.978233305156,62.6228816715,0.769526627219,52.6393189099,0.662426035503,42.5943581574,3.2126035503,40.74323735,-1.0,-0.128764005602,0,1,0,0
1996-09-06,7.0,5000.0,6.5,-0.0714285714286,0.0355029585799,0.947142857143,64.9251495309,0.789619047619,53.9083326427,0.643371428571,43.3679520784,3.05245714286,40.8627326253,0.0416666666667,-0.377573529412,0,0,0,1
1996-09-09,7.0,0.0,6.5,-0.0714285714286,0.0,0.954693877551,64.9251495309,0.812857142857,53.9083326427,0.6452,43.3679520784,3.02745714286,40.8627326253,-1.0,-0.483823529412,0,0,0,0
1996-09-11,6.76,0.0,6.5,-0.0384615384615,0.0,0.999154691462,60.2871684592,0.887475345168,52.355306177,0.670473372781,42.7557778311,3.07393491124,40.77925255,-1.0,-0.625,0,1,0,0
1996-09-13,6.5,1000.0,6.32,-0.0276923076923,-0.0714285714286,1.04175824176,55.3218807063,0.967897435897,50.6632128808,0.7112,42.0856614209,3.13766153846,40.6882945594,0.0,-0.591666666667,0,0,0,1
1996-09-16,6.5,0.0,6.44,-0.00923076923077,-0.0714285714286,1.04175824176,55.3218807063,0.990358974359,50.6632128808,0.724676923077,42.0856614209,3.11035384615,40.6882945594,-1.0,-0.591666666667,0,0,0,0
1996-09-23,6.44,6000.0,6.0,-0.0683229813665,-0.00923076923077,1.03194321207,53.5283622855,1.02412008282,50.2271702581,0.798695652174,42.053398455,3.00599378882,40.6867892425,0.764705882353,-0.447058823529,0,0,0,0
1996-09-24,6.44,0.0,5.88,-0.0869565217391,-0.00923076923077,1.02839396628,53.5283622855,1.02639751553,50.2271702581,0.812111801242,42.053398455,2.98304347826,40.6867892425,-1.0,-0.447058823529,1,0,0,0
1996-09-30,6.0,2400.0,6.26,0.0433333333333,-0.0683229813665,1.07261904762,41.6364125599,1.09266666667,46.6169588139,0.9272,40.7159686659,3.07275,40.5250981263,2.0,0.152941176471,0,0,0,0
1996-10-01,5.88,3000.0,6.26,0.0646258503401,-0.0869565217391,1.08381924198,39.0141055043,1.11281179138,45.6778533092,0.958911564626,40.3558490228,3.10219387755,40.4809128307,0.25,0.202941176471,1,0,0,0
1996-10-02,5.76,400.0,6.26,0.0868055555556,-0.105590062112,1.09722222222,36.5360206799,1.13310185185,44.7453684395,0.991527777778,39.9948878844,3.13276041667,40.4366024718,-0.866666666667,0.229607843137,0,1,0,0
1996-10-03,6.0,7400.0,6.5,0.0833333333333,-0.0683229813665,1.04738095238,44.1734929874,1.08633333333,46.9845623863,0.9648,41.0705850115,2.97495,40.5673660702,17.5,3.57666666667,0,0,1,0
1996-10-04,6.0,2400.0,6.5,0.0833333333333,-0.0415335463259,1.04142857143,44.1734929874,1.08488888889,46.9845623863,0.977733333333,41.0705850115,2.94245,40.5673660702,-0.675675675676,3.64153153153,0,0,0,1
1996-10-07,6.26,8200.0,6.12,-0.0223642172524,0.0433333333333,0.99543587403,51.5058437033,1.03855165069,49.3635641988,0.9503514377,42.2386026549,2.7892971246,40.7097976458,2.41666666667,3.72486486486,0,0,0,0
1996-10-08,6.26,0.0,6.12,-0.0223642172524,0.0646258503401,0.992697398448,51.5058437033,1.03727369542,49.3635641988,0.96357827476,42.2386026549,2.75835463259,40.7097976458,-1.0,3.47486486486,1,0,0,0
1996-10-10,6.5,3400.0,6.0,-0.0769230769231,0.0833333333333,0.955384615385,57.8833199224,0.995179487179,51.583759358,0.954215384615,43.3400235959,2.59709230769,40.8426467674,7.5,5.1481981982,0,0,1,0
1996-10-11,6.5,0.0,5.5,-0.153846153846,0.0833333333333,0.956043956044,57.8833199224,0.993846153846,51.583759358,0.967692307692,43.3400235959,2.56747692308,40.8426467674,-1.0,1.4481981982,0,0,0,1
1996-10-15,6.12,16000.0,5.76,-0.0588235294118,-0.0223642172524,1.00793650794,46.6240306479,1.04727668845,48.0164793137,1.05392156863,42.0190855807,2.66336601307,40.6968115768,2.2,2.02333333333,1,0,0,0
1996-10-16,5.76,2400.0,5.76,0.0,-0.0798722044728,1.0625,38.4141468832,1.10694444444,44.8705360209,1.13243055556,40.7926576055,2.79576388889,40.5582316877,-0.85,1.37,0,1,0,0
1996-10-17,6.0,4600.0,5.76,-0.04,-0.0769230769231,1.0169047619,45.3260984116,1.05711111111,47.253860919,1.08126666667,41.9453544242,2.65143333333,40.6935409353,0.916666666667,1.75333333333,0,0,1,0
1996-10-18,5.5,2600.0,5.26,-0.0436363636364,-0.153846153846,1.10285714286,36.2086133341,1.14412121212,43.2264065098,1.17134545455,40.2783237089,2.85656363636,40.5005077804,-0.434782608696,0.166376811594,0,0,0,1
1996-10-21,5.76,7600.0,5.0,-0.131944444444,-0.0588235294118,1.05158730159,42.6669381878,1.08530092593,45.7152510394,1.11152777778,41.5117289372,2.69355902778,40.64764571,1.92307692308,0.75099219621,0,0,0,0
1996-10-22,5.76,4400.0,5.76,0.0,-0.0588235294118,1.05158730159,42.6669381878,1.07951388889,45.7152510394,1.11069444444,41.5117289372,2.65949652778,40.64764571,-0.421052631579,0.226781669894,1,0,0,0
1996-10-23,5.76,400.0,5.62,-0.0243055555556,0.0,1.04861111111,42.6669381878,1.07372685185,45.7152510394,1.10986111111,41.5117289372,2.63324652778,40.64764571,-0.909090909091,0.214963488076,0,1,0,0
1996-10-24,5.76,400.0,6.0,0.0416666666667,-0.04,1.04563492063,42.6669381878,1.06944444444,45.7152510394,1.10555555556,41.5117289372,2.60699652778,40.64764571,0.0,0.0316301547423,0,0,1,0
1996-10-25,5.26,1400.0,5.0,-0.0494296577947,-0.0436363636364,1.13145029875,33.8123464213,1.16324461343,41.6901691074,1.20403041825,39.7980557354,2.82558935361,40.451377919,2.5,0.618586676481,0,0,0,1
1996-10-28,5.0,1200.0,5.0,0.0,-0.131944444444,1.17228571429,30.2919445388,1.21373333333,39.8048858973,1.2596,38.9449831766,2.94152,40.3495580151,-0.142857142857,0.205399863295,0,0,0,0
1996-10-29,5.76,16400.0,5.0,-0.131944444444,0.0,1.01140873016,47.4990859252,1.04930555556,47.045997423,1.09166666667,42.6139566101,2.52715277778,40.7874132641,12.6666666667,2.82294372294,1,0,0,0
1996-10-30,5.62,400.0,5.12,-0.0889679715302,-0.0243055555556,1.02541942044,45.2816692259,1.07022538553,45.9917047169,1.11658362989,42.1379803462,2.56307829181,40.7320598223,-0.975609756098,2.80963995354,0,1,0,0
1996-10-31,6.0,1000.0,5.12,-0.146666666667,0.0416666666667,0.954523809524,51.8519111265,0.999666666667,49.1889469078,1.045,43.874280653,2.37575,40.9506677652,1.5,3.10963995354,0,0,1,0
1996-11-01,5.0,13600.0,5.12,0.024,-0.0494296577947,1.12942857143,38.6870740087,1.1908,42.3619369601,1.24896,40.6025684881,2.8199,40.5550422575,12.6,5.12963995354,0,0,0,1
1996-11-04,5.0,5400.0,5.12,0.024,0.0,1.11342857143,38.6870740087,1.1812,42.3619369601,1.24296,40.6025684881,2.7799,40.5550422575,-0.602941176471,5.03762314682,0,0,0,0
1996-11-05,5.0,0.0,5.0,0.0,-0.131944444444,1.10257142857,38.6870740087,1.1716,42.3619369601,1.23696,40.6025684881,2.7399,40.5550422575,-1.0,2.30428981349,1,0,0,0
1996-11-07,5.12,0.0,5.0,-0.0234375,-0.146666666667,1.05915178571,40.9346720153,1.126953125,43.4054281958,1.195234375,41.1619733,2.59779296875,40.6249201032,-1.0,2.29941176471,0,0,1,0
1996-11-13,5.0,3400.0,5.0,0.0,-0.0234375,1.04457142857,39.0111629952,1.1296,42.5237621105,1.19576,40.7459300647,2.5326,40.5762565138,2.4,2.47941176471,0,1,0,0
1996-11-14,5.0,0.0,5.0,0.0,-0.0234375,1.04085714286,39.0111629952,1.12293333333,42.5237621105,1.18776,40.7459300647,2.5076,40.5762565138,-1.0,-0.240588235294,0,0,1,0
1996-11-19,4.82,2400.0,5.5,0.141078838174,-0.036,1.05660936574,35.3971788848,1.13928077455,41.0422711076,1.20746887967,40.0737842257,2.51392116183,40.5016356903,-0.77358490566,-0.274716981132,1,0,0,0
1996-11-20,5.0,12000.0,6.0,0.2,0.0,1.00428571429,41.257659955,1.08986666667,43.093218948,1.15696,41.0658045328,2.39542,40.6114017449,4.0,0.725283018868,0,1,0,0
1996-11-21,5.0,400.0,5.8,0.16,0.0,1.00428571429,41.257659955,1.07986666667,43.093218948,1.15096,41.0658045328,2.36742,40.6114017449,-0.966666666667,0.731949685535,0,0,1,0
1996-11-22,5.0,400.0,5.5,0.1,0.0,1.00428571429,41.257659955,1.06986666667,43.093218948,1.14496,41.0658045328,2.33942,40.6114017449,0.0,0.251949685535,0,0,0,1
1996-11-25,5.5,3600.0,6.12,0.112727272727,0.1,0.919480519481,55.3197266842,0.968848484848,48.5925195373,1.03723636364,43.8110060916,2.10174545455,40.9187571869,8.0,2.05194968553,0,0,0,0
1996-11-26,5.5,1800.0,6.0,0.0909090909091,0.141078838174,0.924415584416,55.3197266842,0.965090909091,48.5925195373,1.0336,43.8110060916,2.07674545455,40.9187571869,-0.5,2.10666666667,1,0,0,0
1996-11-27,6.0,2600.0,6.0,0.0,0.2,0.857857142857,65.0288005704,0.886,53.4106303733,0.9458,46.4101896227,1.88118333333,41.2259966125,0.444444444444,1.39555555556,0,1,0,0
1996-11-29,5.8,82600.0,6.0,0.0344827586207,0.16,0.895812807882,59.4626972367,0.915402298851,51.4165765696,0.976,45.5501675744,1.92260344828,41.1399906775,30.7692307692,7.74273504274,0,0,0,1
1996-12-02,5.5,80000.0,6.76,0.229090909091,0.1,0.94961038961,52.2396314886,0.965333333333,48.6009905183,1.02625454545,44.2938347497,1.99974545455,41.0110096306,-0.0314769975787,7.73643964322,0,0,0,0
1996-12-03,6.12,160800.0,8.0,0.307189542484,0.112727272727,0.866479925303,62.4038769331,0.869498910675,53.9878080235,0.921241830065,47.3558623632,1.77274509804,41.3926559719,1.01,6.33843964322,1,0,0,0
1996-12-04,6.0,98600.0,8.0,0.333333333333,0.0909090909091,0.895714285714,59.7532813253,0.888222222222,52.8782065036,0.9382,46.847288798,1.7832,41.3406283842,-0.386815920398,6.36107645914,0,1,0,0
1996-12-05,6.0,149600.0,8.5,0.416666666667,0.0,0.907619047619,59.7532813253,0.889555555556,52.8782065036,0.936733333333,46.847288798,1.7582,41.3406283842,0.51724137931,6.37563584611,0,0,1,0
1996-12-06,6.0,294600.0,8.26,0.376666666667,0.0344827586207,0.919523809524,59.7532813253,0.890888888889,52.8782065036,0.935266666667,46.847288798,1.7332,41.3406283842,0.969251336898,0.415639959646,0,0,0,1
1996-12-09,6.76,95000.0,7.88,0.165680473373,0.229090909091,0.834742180896,69.8748446013,0.798126232742,58.8133345956,0.831597633136,50.429548185,1.50894970414,41.8108638808,-0.677528852682,0.286429588626,0,0,0,0
1996-12-10,8.0,135800.0,8.38,0.0475,0.307189542484,0.73375,79.1071119147,0.686916666667,66.0340934946,0.7077,55.4304867133,1.251,42.5658401277,0.429473684211,0.170324325468,1,0,0,0
1996-12-11,8.0,58200.0,8.06,0.0075,0.333333333333,0.760535714286,79.1071119147,0.69625,66.0340934946,0.713,55.4304867133,1.2269375,42.5658401277,-0.571428571429,0.133401795262,0,1,0,0
1996-12-12,8.5,52600.0,8.12,-0.0447058823529,0.416666666667,0.745210084034,81.7260708956,0.666588235294,68.4229629733,0.677505882353,57.2416025435,1.13241176471,42.8677483055,-0.0962199312715,0.0107095331455,0,0,1,0
1996-12-13,8.26,119200.0,8.12,-0.0169491525424,0.376666666667,0.795053614666,76.7527112635,0.695076674738,66.114050493,0.702663438257,56.1245430221,1.14216707022,42.7593172905,1.26615969582,0.0700912049293,0,0,0,1
1996-12-16,7.88,67000.0,8.38,0.0634517766497,0.165680473373,0.854967367658,69.5372545874,0.740778341794,62.6512237378,0.741319796954,54.4090768156,1.17274111675,42.5878985357,-0.437919463087,0.118013082848,0,0,0,0
1996-12-17,8.38,61400.0,8.26,-0.0143198090692,0.0475,0.828503239004,73.1182133419,0.710023866348,65.1367295804,0.70214797136,56.2062972487,1.08897374702,42.8906582279,-0.0835820895522,0.0154019280956,1,0,0,0
1996-12-18,8.06,18400.0,8.5,0.0545905707196,0.0075,0.879652605459,67.6381374239,0.750868486352,62.3879351963,0.734491315136,54.7956356987,1.1176674938,42.7456663762,-0.700325732899,-0.0103775041985,0,1,0,0
1996-12-19,8.12,8200.0,8.44,0.0394088669951,-0.0447058823529,0.893560872625,68.1205928509,0.75763546798,62.6933060608,0.733645320197,55.011665153,1.09501231527,42.782115817,-0.554347826087,-0.102003083162,0,0,1,0
1996-12-20,8.12,63400.0,8.26,0.0172413793103,-0.0169491525424,0.916608022519,68.1205928509,0.769950738916,62.6933060608,0.73763546798,55.011665153,1.08061576355,42.782115817,6.73170731707,0.99110644109,0,0,0,1
1996-12-23,8.38,34400.0,7.94,-0.0525059665871,0.0634517766497,0.907432662803,70.3426132027,0.759029435163,64.0469509902,0.71923627685,55.9612580395,1.03329355609,42.9411101921,-0.457413249211,0.987207683865,0,0,0,0
1996-12-24,8.26,2600.0,7.76,-0.0605326876513,-0.0143198090692,0.940159114493,67.9872501759,0.782728006457,62.956293706,0.734866828087,55.410436484,1.03423728814,42.885832662,-0.924418604651,0.819040380845,1,0,0,0
1996-12-26,8.5,31800.0,7.5,-0.117647058824,0.0545905707196,0.934621848739,70.1406949102,0.774352941176,64.217016613,0.719717647059,56.2884943628,0.991505882353,43.0332348178,11.2307692308,3.20525937358,0,0,1,0
1996-12-27,8.44,5600.0,7.88,-0.0663507109005,0.0394088669951,0.961916046039,68.8929939745,0.793443917852,63.6567267303,0.731184834123,56.0071441266,0.984893364929,43.005347973,-0.823899371069,3.15134906458,0,0,0,1
1996-12-30,8.26,3400.0,8.0,-0.0314769975787,0.0172413793103,0.995849187132,65.1488452046,0.82389023406,61.9785090531,0.752590799031,55.1630878579,0.992288135593,42.9214853767,-0.392857142857,1.7264361726,0,0,0,0
1996-12-31,7.94,12800.0,7.88,-0.00755667506297,-0.0525059665871,1.03544440446,59.0089868459,0.869437447523,59.1124591681,0.789068010076,53.695127765,1.01744332494,42.7724585535,2.76470588235,2.37085999891,1,0,0,0
1997-01-02,7.76,4800.0,7.88,0.0154639175258,-0.0605326876513,1.0572533137,55.8221113334,0.9014604811,57.5635151885,0.812525773196,52.8873096149,1.02574742268,42.6886667115,-0.625,2.43074371984,0,0,1,0
1997-01-03,7.5,40400.0,8.0,0.0666666666667,-0.117647058824,1.08438095238,51.4959239902,0.944622222222,55.3945728738,0.845333333333,51.740001848,1.04530666667,42.5676084211,7.41666666667,1.66792320702,0,0,0,1
1997-01-06,7.88,34600.0,7.76,-0.0152284263959,-0.0663507109005,1.02864394489,56.7692732093,0.911252115059,57.7987136229,0.809949238579,53.2524196088,0.979911167513,42.805851729,-0.143564356436,1.80399020995,0,0,0,0
1997-01-07,8.0,27600.0,7.76,-0.03,-0.0314769975787,1.01428571429,58.3106737473,0.910083333333,58.5289081328,0.8034,53.719779524,0.950525,42.8810518569,-0.202312138728,1.84209921077,1,0,0,0
1997-01-08,7.88,2600.0,7.88,0.0,-0.00755667506297,1.02519941987,56.1544595346,0.936125211506,57.4997034916,0.822284263959,53.1772886481,0.950012690355,42.8244623616,-0.905797101449,1.10799861401,0,1,0,0
1997-01-09,7.88,7000.0,7.82,-0.00761421319797,0.0154639175258,1.02356780276,56.1544595346,0.946192893401,57.4997034916,0.829593908629,53.1772886481,0.935025380711,42.8244623616,1.69230769231,1.57146015247,0,0,1,0
1997-01-10,8.0,10400.0,8.5,0.0625,0.0666666666667,1.00714285714,57.9574851546,0.942416666667,58.2847097107,0.82275,53.664502798,0.9063125,42.9005748578,0.485714285714,0.185269676282,0,0,0,1
1997-01-13,7.76,1000.0,8.76,0.128865979381,-0.0152284263959,1.03497790869,53.2418092039,0.97912371134,56.1393421521,0.853711340206,52.5485948734,0.919046391753,42.7860881138,-0.903846153846,0.0332133167996,0,0,0,0
1997-01-14,7.76,18000.0,9.12,0.175257731959,-0.03,1.02927098675,53.2418092039,0.987542955326,56.1393421521,0.85824742268,52.5485948734,0.90375,42.7860881138,17.0,3.47367574455,1,0,0,0
1997-01-15,7.88,11000.0,11.26,0.428934010152,0.0,1.01015228426,55.3485419102,0.982571912014,56.9865077157,0.852487309645,53.0567916117,0.879758883249,42.8630955461,-0.388888888889,3.57705738706,0,1,0,0
1997-01-16,7.82,10200.0,11.0,0.406649616368,-0.00761421319797,1.01169163318,54.0375439137,0.997357203751,56.4228166181,0.866240409207,52.7684541332,0.876163682864,42.8341242573,-0.0727272727273,3.22405039405,0,0,1,0
1997-01-17,8.5,11200.0,11.0,0.294117647059,0.0625,0.931260504202,64.3451313991,0.92737254902,60.9513360087,0.805176470588,55.5613367637,0.796952941176,43.2708663158,0.0980392156863,3.14651538004,0,0,0,1
1997-01-20,8.76,15600.0,11.0,0.255707762557,0.128865979381,0.907697325506,67.3592672327,0.910350076104,62.4930251206,0.789589041096,56.5634441578,0.764600456621,43.4369253543,0.392857142857,3.40585603939,0,0,0,0
1997-01-21,9.12,27000.0,11.0,0.206140350877,0.175257731959,0.881109022556,71.0131816049,0.88581871345,64.500566291,0.767192982456,57.904635172,0.726260964912,43.6663974937,0.730769230769,0.152009885539,1,0,0,0
1997-01-22,11.26,30400.0,11.0,-0.0230905861456,0.428934010152,0.735853844202,83.1141049106,0.730787448194,73.2915220077,0.632291296625,64.5450772569,0.586891651865,44.9994647576,0.125925925926,0.254972848502,0,1,0,0
1997-01-23,11.0,190800.0,10.76,-0.0218181818182,0.406649616368,0.775974025974,78.8094295851,0.757151515152,71.0792410528,0.657927272727,63.3069994344,0.599272727273,44.8698139277,5.27631578947,1.32478146094,0,0,1,0
1997-01-24,11.0,16600.0,10.76,-0.0218181818182,0.294117647059,0.796233766234,78.8094295851,0.766242424242,71.0792410528,0.668836363636,63.3069994344,0.597781818182,44.8698139277,-0.912997903564,1.12257403709,0,0,0,1
1997-01-27,11.0,12000.0,10.76,-0.0218181818182,0.255707762557,0.815714285714,78.8094295851,0.773818181818,71.0792410528,0.679745454545,63.3069994344,0.596290909091,44.8698139277,-0.277108433735,0.988580921774,0,0,0,0
1997-01-28,11.0,20000.0,10.88,-0.0109090909091,0.206140350877,0.835974025974,78.8094295851,0.782121212121,71.0792410528,0.690654545455,63.3069994344,0.5948,44.8698139277,0.666666666667,0.975760408953,1,0,0,0
1997-01-29,11.0,17200.0,10.62,-0.0345454545455,-0.0230905861456,0.856233766234,78.8094295851,0.791575757576,71.0792410528,0.701563636364,63.3069994344,0.593309090909,44.8698139277,-0.14,0.922575223768,0,1,0,0
1997-01-30,10.76,12800.0,10.76,0.0,-0.0218181818182,0.893653744025,73.7052559704,0.816604708798,68.8079168549,0.727918215613,62.0907593691,0.604907063197,44.7477852268,-0.255813953488,-0.183850724824,0,0,1,0
1997-01-31,10.76,9400.0,10.62,-0.0130111524164,-0.0218181818182,0.913568773234,73.7052559704,0.824969021066,68.8079168549,0.738959107807,62.0907593691,0.603271375465,44.7477852268,-0.265625,-0.0543761441113,0,0,0,1
1997-02-03,10.76,152400.0,10.76,0.0,-0.0218181818182,0.933483802443,73.7052559704,0.833147459727,68.8079168549,0.749665427509,62.0907593691,0.601635687732,44.7477852268,15.2127659574,3.04359873413,0,0,0,0
1997-02-04,10.88,60400.0,10.88,0.0,-0.0109090909091,0.942883403361,74.7274206664,0.832414215686,69.3500499152,0.752205882353,62.4737555616,0.5934375,44.8239508643,-0.603674540682,2.78953049266,1,0,0,0
1997-02-05,10.62,26400.0,10.88,0.0244821092279,-0.0345454545455,0.984799569545,68.512986209,0.859824231011,66.7497322922,0.78120527307,61.1087980302,0.606242937853,44.6898020489,-0.562913907285,2.7049477112,0,1,0,0
